Unnamed: 0,Brand,Name,Price,Processor_Name,Processor_Brand,RAM_Expandable,RAM,RAM_TYPE,Ghz,Display_type,Display,GPU,GPU_Brand,SSD,HDD,Adapter,Battery_Life
1103,MSI,MSI Cyborg 15 A12UDX-1048IN Laptop (15.6 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::617407::computer::laptops,79990,Intel Core i7 (12th Gen),Intel,Not Expandable,16 GB , DDR5 RAM, 1.7 Ghz Processor,LCD,15.6 ,"GeForce RTX 3050 GPU, 6 GB",NVIDIA,512 GB SSD Storage,No HDD,no,
248,Lenovo,Lenovo Ideapad 15ALC05 (82LN00A3IN) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 10 | 512 GB SSD)::586296::computer::laptops,52100,AMD Octa-Core Ryzen 7,AMD,Not Expandable,16 GB , DDR4 RAM, 1.8 Ghz Processor,LED,15.6 ,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 14 Hrs Battery Life
764,Microsoft,Microsoft Pro 9 Intel Evo (QEZ-00048) Surface Pro 9 (QEZ-00048) Laptop (13 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 256 GB SSD)::598552::computer::laptops,88969,Intel Core i5 (12th Gen),Intel, 8 GB Expandable,8 GB LP, LPDDR5 RAM , 4.2 Ghz Processor,LCD,13 ,Iris Xe,Intel,256 GB SSD Storage,No HDD,65, Upto 15.5 Hrs Battery Life
3584,Lenovo,Lenovo Ideapad 320 (80XL03R9IH) Laptop (15.6 Inch | Core i5 7th Gen | 4 GB | Windows 10 | 1 TB HDD)::577121::computer::laptops,45540,Intel Core i5 (7th Gen),Intel,Not Expandable,4 GB , DDR4 RAM, 2.5 Ghz Processor,LED,15.6 ,"GeForce 920MX GPU, 2 GB",NVIDIA,NO SSD,1024 GB HDD Storage,45, Upto 4 Hrs Battery Life
3806,HP,HP 15s-du2040tu (13S52PA) Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 1 TB HDD)::580673::computer::laptops,53779,Intel Core i5 (10th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.0 Ghz Processor,LED,15.6 ,UHD,Intel,NO SSD,1024 GB HDD Storage,65,65W Adapter
1508,Lenovo,Lenovo Ideapad 320 (80XH020KIN) Laptop (15.6 Inch | Core i3 6th Gen | 4 GB | Windows 10 | 1 TB HDD)::577169::computer::laptops,40190,Intel Core i3 (6th Gen),Intel,Not Expandable,4 GB , DDR3 RAM, 2.0 Ghz Processor,LED,15.6 ,HD 520,Intel,NO SSD,1024 GB HDD Storage,30,30W Adapter
2607,Lenovo,Lenovo Thinkpad P14s (20Y2S0EX00) Laptop (14 Inch | AMD Octa Core Ryzen 7 Pro | 8 GB | DOS | 512 GB SSD)::599551::computer::laptops,76499,AMD Octa-Core Ryzen 7 Pro,AMD, 48 GB Expandable,8 GB , DDR4 RAM , 1.7 Ghz Processor,LCD,14 ,Integrated,AMD,512 GB SSD Storage,No HDD,65,65W Adapter
3700,Lenovo,Lenovo Ideapad S145 (81UT00NTIN) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 4 GB | Windows 10 | 1 TB HDD)::584289::computer::laptops,27990,AMD Dual-Core Ryzen 3,AMD,Not Expandable,4 GB , DDR4 RAM, 2.6 Ghz Processor,LED,15.6 ,Radeon Vega 3,AMD,NO SSD,1024 GB HDD Storage,no,Upto 4 Hrs Battery Life
3538,Lenovo,Lenovo Ideapad Flex 5 (81X10083IN) Laptop (14 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 256 GB SSD)::581551::computer::laptops,49990,Intel Core i3 (10th Gen),Intel, 16 GB Expandable,4 GB , DDR4 RAM , 1.2 Ghz Processor,LED,14 ,UHD,Intel,256 GB SSD Storage,No HDD,65,65W Adapter
1535,HP,HP 15Q-BU009TU (2SL07PA) Laptop (15.6 Inch | Pentium Quad Core | 4 GB | DOS | 1 TB HDD)::577639::computer::laptops,20411,Intel Pentium Quad-Core,Intel,Not Expandable,4 GB , DDR3 RAM, 1.6 Ghz Processor,LED,15.6 ,HD 405,Intel,NO SSD,1024 GB HDD Storage,65,65W Adapter
3993,HP,HP 15g-dr0006tx (4ZD61PA) Laptop (15.6 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD)::576735::computer::laptops,55490,Intel Core i5 (8th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.6 Ghz Processor,LED,15.6 ,"GeForce MX110 GPU, 2 GB",NVIDIA,NO SSD,1024 GB HDD Storage,41,41W Adapter
3105,HP,HP ZBook FireFly 15 G8 (400D3PA) Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 10 | 512 GB SSD)::597652::computer::laptops,106354,Intel Core i5 (11th Gen),Intel, 64 GB Expandable,16 GB , DDR4 RAM , 2.4 Ghz Processor,LCD,15.6 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,65, Upto 14 Hrs Battery Life
891,Lenovo,Lenovo Ideapad Slim 3i 15IAH8 (83ER008GIN) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::615766::computer::laptops,56990,Intel Core i5 (12th Gen),Intel, 16 GB Expandable,16 GB LP, LPDDR5 RAM , 2.0 Ghz Processor,LCD,15.6 ,UHD,Intel,512 GB SSD Storage,No HDD,65, Upto 7 Hrs Battery Life
215,Lenovo,Lenovo Ideapad Gaming 3 15IMH05 (81Y401ANIN) Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD)::593688::computer::laptops,60990,Intel Core i5 (10th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 2.5 Ghz Processor,LED,15.6 ,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,256 GB SSD Storage , 1024 GB HDD Storage,135,135W Adapter
1541,Lenovo,Lenovo Ideapad S145 (81W800RRIN) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 1 TB HDD)::582011::computer::laptops,30990,Intel Core i3 (10th Gen),Intel, 12 GB Expandable,8 GB , DDR4 RAM , 1.2 Ghz Processor,LED,15.6 ,UHD,Intel,NO SSD,1024 GB HDD Storage,65,65W Adapter
2944,HP,HP Envy x360 14-fc0106TU (A00PQPA) Laptop (14 Inch | Core Ultra 7 | 16 GB | Windows 11 | 512 GB SSD)::616523::computer::laptops,105990,Intel Core Ultra 7,Intel,Not Expandable,16 GB LP, LPDDR5 RAM, 4.8 Ghz Processor,LED,14 ,,Intel,512 GB SSD Storage,No HDD,65,65W Adapter
1009,HP,HP Envy x360 15-fh0016AU (8C4S2PA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD)::612468::computer::laptops,88990,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,16 GB LP, LPDDR4X RAM, 4.2 Ghz Processor,LED,15.6 ,Radeon,AMD,512 GB SSD Storage,No HDD,65,65W Adapter
2138,HP,HP Victus 15-fa0555TX (805X2PA) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::611714::computer::laptops,68600,Intel Core i5 (12th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 4.2 Ghz Processor,LCD,15.6 ,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,200,200W Adapter
2856,ASUS,ASUS ExpertBook B1402CBA-NK1494WS Laptop (14 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::617865::computer::laptops,36990,Intel Core i3 (12th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 0.8 Ghz Processor,LCD,14 ,UHD,Intel,512 GB SSD Storage,No HDD,no,
1710,HP,HP Pavilion 14-dv0055TU (2N1L1PA) Laptop (14 Inch | Core i5 11th Gen | 16 GB | Windows 10 | 512 GB SSD)::584700::computer::laptops,48935,Intel Core i5 (11th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 4.2 Ghz Processor,LED,14 ,Iris X,Intel,512 GB SSD Storage,No HDD,43,43W Adapter
132,Lenovo,Lenovo Ideapad Slim 3 (82H802KVIN) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::596999::computer::laptops,54990,Intel Core i5 (11th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 2.4 Ghz Processor,LCD,15.6 ,Integrated,Intel,512 GB SSD Storage,No HDD,65, Upto 6 Hrs Battery Life
682,Dell,Dell Inspiron 15 3511 (D560784WIN9S) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::595897::computer::laptops,49990,Intel Core i5 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 2.4 Ghz Processor,LCD,15.6 ,UHD,Intel,512 GB SSD Storage,No HDD,65,65W Adapter
1961,Lenovo,Lenovo V15 G2 (82KDA022IH) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::600686::computer::laptops,33941,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,8 GB , DDR4 RAM, 2.1 Ghz Processor,LCD,15.6 ,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 7.5 Hrs Battery Life
4,HP,HP 15s-fy5007TU (91R03PA) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::616095::computer::laptops,55490,Intel Core i5 (12th Gen),Intel, 8 GB Expandable,8 GB , DDR4 RAM , 4.2 Ghz Processor,LCD,15.6 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,Upto 7.30 Hrs Battery Life
80,Dell,Dell G15-5525 (D560819WIN9B) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::596281::computer::laptops,79990,AMD Octa-Core Ryzen 7,AMD,Not Expandable,16 GB , DDR5 RAM, 3.3 Ghz Processor,LCD,15.6 ,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,65, Upto 7 Hrs Battery Life
1840,iball,iball CompBook Merit G9 Laptop (11.6 Inch | Celeron Dual Core | 2 GB | Windows 10 | 32 GB SSD)::577224::computer::laptops,9990,Intel Celeron Dual-Core,Intel,Not Expandable,2 GB , DDR3 RAM, 2.0 Ghz Processor,LED,11.6 ,HD Graphics,Intel,32 GB SSD Storage,No HDD,38,38W Adapter
497,Lenovo,Lenovo E41-45 (82BFS00300) Laptop (14 Inch | AMD Dual Core A9 | 4 GB | Windows 10 | 1 TB HDD)::587102::computer::laptops,20554,AMD Dual-Core A9 APU,AMD,Not Expandable,4 GB , DDR4 RAM, 3.1 Ghz Processor,LED,14 ,Radeon R5,AMD,NO SSD,1024 GB HDD Storage,45, Upto 4 Hrs Battery Life
7,Acer,Acer One 14 Z8-415 (UN.599SI.020) Laptop (14 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::616145::computer::laptops,34990,Intel Core i5 (11th Gen) Processor,Intel, 32 GB Expandable,16 GB , DDR4 RAM ,0,LCD,14 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,45,45W Adapter
1317,Dell,Dell Inspiron 16 5620 (BTS-ICC-C783523WIN8) Laptop (16 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::598151::computer::laptops,36999,Intel Core i3 (12th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 4.2 Ghz Processor,LCD,16 ,UHD,Intel,512 GB SSD Storage,No HDD,65,65W Adapter
982,Coconics,Coconics Xtreme C1714 Laptop (14 Inch | Core i7 10th Gen | 8 GB | Windows 10 | 512 GB SSD)::595444::computer::laptops,84960,Intel Core i7 (10th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 1.8 Ghz Processor,LCD,14 ,UHD,Intel,512 GB SSD Storage,No HDD,65, Upto 12 Hrs Battery Life
2912,MSI,MSI Thin 15 B12VE-1688IN Laptop (15.6 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::617157::computer::laptops,87990,Intel Core i7 (12th Gen),Intel, 64 GB Expandable,16 GB , DDR4 RAM , 4.7 Ghz Processor,LCD,15.6 ,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,512 GB SSD Storage,No HDD,120,120W Adapter
252,HP,HP Victus 15-fa1132TX (8U6Z8PA) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::613498::computer::laptops,59490,Intel Core i5 (12th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 4.2 Ghz Processor,LCD,15.6 ,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,no,
1130,Lenovo,Lenovo ThinkBook 15 G5 (21JFA02LIN) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::616899::computer::laptops,48480,AMD Octa-Core Ryzen 7,AMD, 16 GB Expandable,16 GB , DDR4 RAM , 2.0 Ghz Processor,LCD,15.6 ,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 8.8 Hrs Battery Life
2907,MSI,MSI Pulse 16 AI C1VGKG-029IN Laptop (16 Inch | Core Ultra 7 | 32 GB | Windows 11 | 1 TB SSD)::617089::computer::laptops,169990,Intel Core Ultra 7,Intel,Not Expandable,32 GB , DDR5 RAM, 4.8 Ghz Processor,LCD,16 ,"GeForce RTX 4070 GPU, 8 GB",NVIDIA,1024 GB SSD Storage,No HDD,no,
266,ASUS,ASUS VivoBook 14 X415EA-EK326WS Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::611933::computer::laptops,36496,Intel Core i3 (11th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 3.0 Ghz Processor,LCD,14 ,UHD,Intel,512 GB SSD Storage,No HDD,45, Upto 6 Hrs Battery Life
4353,ASUS,ASUS Vivobook R542UQ-DM275T Laptop (15.6 Inch | Core i7 8th Gen | 8 GB | Windows 10 | 1 TB HDD)::577367::computer::laptops,55190,Intel Core i7 (8th Gen),Intel, 32 GB Expandable,8 GB , DDR4 RAM , 1.8 Ghz Processor,LED,15.6 ,"Geforce 940MX GPU, 2 GB",NVIDIA,NO SSD,1024 GB HDD Storage,65,65W Adapter
1230,MSI,MSI Raider GE68 HX 13VG-026IN Laptop (16 Inch | Core i7 13th Gen | 32 GB | Windows 11 | 2 TB SSD)::615261::computer::laptops,234990,Intel Core i7 (13th Gen),Intel, 64 GB Expandable,32 GB , DDR5 RAM , 1.5 Ghz Processor,LCD,16 ,"GeForce RTX 4070 GPU, 8 GB",NVIDIA,2048 GB SSD Storage,No HDD,280,280W Adapter
3722,HP,HP 15q-BY004AU (2TZ87PA) Laptop (15.6 Inch | AMD Dual Core A6 | 4 GB | DOS | 1 TB HDD)::577350::computer::laptops,25397,AMD Dual-Core A6 APU,AMD,Not Expandable,4 GB , DDR4 RAM, 2.5 Ghz Processor,LED,15.6 ,Radeon R4,AMD,NO SSD,1024 GB HDD Storage,41,41W Adapter
3305,HP,HP 14q-cs0005tu (4WQ17PA) Laptop (14 Inch | Core i3 7th Gen | 4 GB | Windows 10 | 1 TB HDD)::576562::computer::laptops,28990,Intel Core i3 (7th Gen),Intel,Not Expandable,4 GB , DDR4 RAM, 2.3 Ghz Processor,LED,14 ,HD 620,Intel,NO SSD,1024 GB HDD Storage,41,41W Adapter
2868,ASUS,ASUS TUF Gaming F15 FX507VV-LP287W Laptop (15.6 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::617716::computer::laptops,109990,Intel Core i7 (13th Gen),Intel, 32 GB Expandable,16 GB , DDR5 RAM , 2.4 Ghz Processor,LCD,15.6 ,"GeForce RTX 4060 GPU, 8 GB",NVIDIA,512 GB SSD Storage,No HDD,240,240W Adapter
3001,ASUS,ASUS Vivobook 16X K3605ZF-MBN742WS Laptop (16 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::615821::computer::laptops,89000,Intel Core i7 (12th Gen),Intel, 16 GB Expandable,16 GB , DDR4 RAM , 2.3 Ghz Processor,LCD,16 ,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,120, Upto 3 Hrs Battery Life
1604,Micromax,Micromax Canvas Lapbook L1160 Laptop (11.6 Inch | Atom Quad Core | 2 GB | Windows 10 | 32 GB SSD)::578322::computer::laptops,9499,Intel Atom Quad-Core,Intel, 64 GB Expandable,2 GB , DDR3 RAM , 1.3 Ghz Processor,LED,11.6 ,HD,Intel,32 GB SSD Storage,No HDD,no,Upto 10 Hrs Battery Life
1686,ASUS,ASUS X542BA-GQ006T Laptop (15.6 Inch | AMD Dual Core A6 | 4 GB | Windows 10 | 1 TB HDD)::577242::computer::laptops,21490,AMD Dual-Core A9 APU,AMD, 8 GB Expandable,4 GB , DDR4 RAM , 2.5 Ghz Processor,LED,15.6 ,Radeon R4,AMD,NO SSD,1024 GB HDD Storage,45,45W Adapter
4110,Acer,Acer Aspire 3 A314-35 (UN.K0SSI.040) Laptop (14 Inch | Intel Pentium Quad Core | 4 GB | Windows 11 | 256 GB SSD)::597462::computer::laptops,17990,Intel Pentium Quad-Core,Intel, 16 GB Expandable,4 GB , DDR4 RAM , 2.0 Ghz Processor,LCD,14 ,UHD Graphics,Intel,256 GB SSD Storage,No HDD,45,45W Adapter
4377,ASUS,ASUS VivoBook Ultra K513EA-BQ501TS Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD)::592990::computer::laptops,45999,Intel Core i5 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 2.4 Ghz Processor,LED,15.6 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,
3046,HP,HP Omen 16-wf0054TX (834J1PA) Laptop (16.1 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::612899::computer::laptops,147490,Intel Core i7 (13th Gen),Intel,Not Expandable,16 GB , DDR5 RAM, 4.8 Ghz Processor,LCD,16.1 ,"GeForce RTX 4060 GPU, 8 GB",NVIDIA,512 GB SSD Storage,No HDD,280,280W Adapter
4251,Lenovo,Lenovo Ideapad Gaming 3 15ACH6 (82K201YAIN) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::597570::computer::laptops,50319,AMD Hexa-Core Ryzen 5 Processor,AMD,Not Expandable,8 GB , DDR4 RAM,0,LCD,15.6 ,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,65, Upto 6 Hrs Battery Life
3766,Dell,Dell Inspiron 15 3585 (D560170WIN9SE) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 4 GB | Windows 10 | 1 TB HDD)::581395::computer::laptops,29590,AMD Dual-Core Ryzen 3,AMD, 16 GB Expandable,4 GB , DDR4 RAM , 2.5 Ghz Processor,LED,15.6 ,Radeon Vega 3,AMD,NO SSD,1024 GB HDD Storage,no,Upto 6 Hrs Battery Life
2102,HP,HP 15-fd0011TU (7P703PA) Laptop (15.6 Inch | Core i5 13th Gen | 8 GB | Windows 11 | 512 GB SSD)::614408::computer::laptops,53490,3.4 Ghz Processor,3.4, 16 GB Expandable,8 GB , DDR4 RAM ,0,LCD,15.6 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,65,65W Adapter
3462,ASUS,ASUS EeeBook E203NA-FD164T Laptop (11.6 Inch | Celeron Dual Core | 4 GB | Windows 10 | 64 GB SSD)::582594::computer::laptops,13990,Intel Celeron Dual-Core,Intel,Not Expandable,4 GB , DDR3 RAM, 1.1 Ghz Processor,LED,11.6 ,HD 620,Intel,64 GB SSD Storage,No HDD,33,33W Adapter
2583,ASUS,ASUS ROG Strix G15 G513RC-HN251WS Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 1 TB SSD)::613561::computer::laptops,88750,AMD Octa-Core Ryzen 7,AMD, 32 GB Expandable,16 GB , DDR5 RAM , 4.7 Ghz Processor,LCD,15.6 ,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,1024 GB SSD Storage,No HDD,200, Upto 6 Hrs Battery Life
2083,ASUS,ASUS VivoBook Go 14 E1404GA-NK322WS Laptop (14 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::601032::computer::laptops,34990,Intel Core i3 (12th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 1.8 Ghz Processor,LCD,14 ,UHD,Intel,512 GB SSD Storage,No HDD,45,45W Adapter
1846,HP,HP 15q-dy0008au (6AQ35PA) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 4 GB | Windows 10 | 1 TB HDD)::576195::computer::laptops,24990,AMD Quad-Core Ryzen 5,AMD,Not Expandable,4 GB , DDR4 RAM, 2.0 Ghz Processor,LED,15.6 ,Radeon Vega 8,AMD,NO SSD,1024 GB HDD Storage,41,41W Adapter
1378,Lenovo,Lenovo V15 (82C500RRIH) Laptop (15.6 Inch | Core i5 10th Gen | 4 GB | DOS | 256 GB SSD)::583442::computer::laptops,39990,Intel Core i5 (10th Gen),Intel,Not Expandable,4 GB , DDR4 RAM, 1.0 Ghz Processor,LED,15.6 ,UHD,Intel,256 GB SSD Storage,No HDD,no,
3077,ASUS,ASUS VivoBook 15 OLED X1505VAU-LK543WS Laptop (15.6 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::612592::computer::laptops,62990,Intel Core i5 (13th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 1.3 Ghz Processor,LED,15.6 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,45, Upto 6 Hrs Battery Life
1621,Lenovo,Lenovo Ideapad 320E (80XV00PKIN) Laptop (15.6 Inch | AMD Dual Core A9 | 4 GB | DOS | 1 TB HDD)::577179::computer::laptops,22890,AMD Dual-Core A9 APU,AMD, 8 GB Expandable,4 GB , DDR4 RAM , 3.0 Ghz Processor,LED,15.6 ,Radeon R2,AMD,NO SSD,1024 GB HDD Storage,45, Upto 5 Hrs Battery Life
3947,HP,HP Pavilion 15-r063nr (G9D69UA) Laptop (15.6 Inch | Pentium Quad Core | 4 GB | Windows 8.1 | 500 GB HDD)::588762::computer::laptops,75279,2.1 Ghz Processor,2.1, 8 GB Expandable,4 GB , DDR3 RAM ,0,LED,15.6 ,HD,Intel,NO SSD,500 GB HDD Storage,45,45W Adapter
2751,MSI,MSI Katana 17 B13UCXK-256IN Laptop (17.3 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::614421::computer::laptops,88990,Intel Core i7 (13th Gen),Intel, 64 GB Expandable,16 GB , DDR5 RAM , 4.8 Ghz Processor,LCD,17.3 ,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,no,Upto 6 Hrs Battery Life
2965,MSI,MSI Katana A15 AI B8VE-418IN Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::616451::computer::laptops,104990,AMD Octa-Core Ryzen 7,AMD, 64 GB Expandable,16 GB , DDR5 RAM , 3.4 Ghz Processor,LCD,15.6 ,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,512 GB SSD Storage,No HDD,no,Upto 6 Hrs Battery Life
3144,HP,HP Elitebook 840 G6 (8LX79PA) Laptop (14 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 512 GB SSD)::614428::computer::laptops,90464,Intel Core i5 (8th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.6 Ghz Processor,LED,14 ,UHD 620,Intel,512 GB SSD Storage,No HDD,65,65W Adapter
658,Acer,Acer Aspire Lite AL15-52 (UN.431SI.334) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::616013::computer::laptops,44990,Intel Core i5 (12th Gen) Processor,Intel,Not Expandable,16 GB , DDR4 RAM,0,LCD,15.6 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,45,45W Adapter
3412,HP,HP 15-db0209au (5XC85PA) Laptop (15.6 Inch | AMD Dual Core A4 | 4 GB | Windows 10 | 1 TB HDD)::576277::computer::laptops,19311,AMD Dual-Core A4 APU,AMD,Not Expandable,4 GB , DDR4 RAM, 2.3 Ghz Processor,LED,15.6 ,Radeon R3,AMD,NO SSD,1024 GB HDD Storage,41,41W Adapter
1571,Dell,Dell Inspiron 15 3552 (A565503UIN9) Laptop (15.6 Inch | Pentium Quad Core | 4 GB | Ubuntu | 500 GB HDD)::582256::computer::laptops,20990,Intel Pentium Quad-Core,Intel, 8 GB Expandable,4 GB , DDR3 RAM , 1.6 Ghz Processor,LED,15.6 ,HD 405,Intel,NO SSD,500 GB HDD Storage,45,45W Adapter
125,AVITA,AVITA Pura NS14A6INV561 Laptop (14 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD)::581396::computer::laptops,51490,AMD Quad-Core Ryzen 5,AMD,Not Expandable,8 GB , DDR4 RAM, 2.1 Ghz Processor,LED,14 ,Radeon Vega 8,AMD,512 GB SSD Storage,No HDD,no,Upto 8 Hrs Battery Life
2467,Acer,Acer Aspire 5 A515-58P (NX.KHJSI.006) Laptop (15.6 Inch | Core i3 13th Gen | 8 GB | Windows 11 | 512 GB SSD)::616006::computer::laptops,37990,Intel Core i3 (13th Gen),Intel,Not Expandable,8 GB LP, LPDDR5 RAM, 4.2 Ghz Processor,LCD,15.6 ,UHD,Intel,512 GB SSD Storage,No HDD,65,65W Adapter
3348,Micromax,Micromax Canvas Laptab II LT777W Laptop (11.6 Inch | Atom Quad Core | 2 GB | Windows 10 | 32 GB SSD)::578246::computer::laptops,17999,Intel Atom Quad-Core,Intel, 64 GB Expandable,2 GB , DDR3 RAM , 1.3 Ghz Processor,LCD,11.6 ,HD,Intel,32 GB SSD Storage,No HDD,no,Upto 10 Hrs Battery Life
1239,MSI,MSI Prestige 14H B12UCX-412IN Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::613593::computer::laptops,79990,Intel Core i5 (12th Gen),Intel, 16 GB Expandable,16 GB LP, LPDDR5 RAM , 3.3 Ghz Processor,LCD,14 ,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,no,Upto 10 Hrs Battery Life
3635,Acer,Acer Aspire A515-51G (NX.GUGSI.001) Laptop (15.6 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD)::582262::computer::laptops,57999,Intel Core i5 (8th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 1.6 Ghz Processor,LED,15.6 ,"Geforce 940MX GPU, 2 GB",NVIDIA,NO SSD,1024 GB HDD Storage,65, Upto 7 Hrs Battery Life
256,Dell,Dell Inspiron 14 5410 (D560725WIN9SE) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 256 GB SSD)::594755::computer::laptops,63999,Intel Core i3 (11th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 4.0 Ghz Processor,LCD,14 ,Integrated,Intel,256 GB SSD Storage,No HDD,65,65W Adapter
72,Acer,Acer Aspire 5 A515-57G (UN.K9TSI.002) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::596049::computer::laptops,55500,Intel Core i5 (12th Gen),Intel, 32 GB Expandable,16 GB , DDR4 RAM , 3.3 Ghz Processor,LED,15.6 ,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,65, Upto 9 Hrs Battery Life
